
2.118	,	0.0387	,	0.176	,	0.4834
2.121	,	0.0293	,	0.213	,	0.3663
2.125	,	0.0199	,	0.2501	,	0.2491
2.127	,	0.0162	,	0.2646	,	0.2019
2.128	,	0.0153	,	0.2674	,	0.191
2.13	,	0.0144	,	0.2703	,	0.1801
2.131	,	0.0135	,	0.2731	,	0.1694
2.132	,	0.0185	,	0.2527	,	0.2311
2.132	,	0.0314	,	0.2006	,	0.3922
2.133	,	0.0443	,	0.1485	,	0.5532
2.133	,	0.0572	,	0.0964	,	0.7144
2.134	,	0.0681	,	0.052	,	0.8513
2.134	,	0.0704	,	0.042	,	0.8802
2.134	,	0.0727	,	0.0319	,	0.9092
2.134	,	0.075	,	0.0219	,	0.9381
2.135	,	0.0774	,	0.0119	,	0.967
2.136	,	0.0748	,	0.0229	,	0.9348
2.138	,	0.0719	,	0.0351	,	0.899
2.139	,	0.069	,	0.0473	,	0.8631
2.141	,	0.0662	,	0.0597	,	0.8271
2.142	,	0.0656	,	0.0618	,	0.8204
2.144	,	0.0661	,	0.0599	,	0.8258
2.145	,	0.0665	,	0.0579	,	0.8313
2.147	,	0.0669	,	0.0559	,	0.8367
2.147	,	0.0686	,	0.0489	,	0.857
2.145	,	0.0715	,	0.0364	,	0.8938
2.143	,	0.0745	,	0.0238	,	0.9306
2.141	,	0.0774	,	0.0112	,	0.9676
2.14	,	0.0796	,	0.0016	,	0.9956
2.142	,	0.0795	,	0.0023	,	0.9936
2.144	,	0.0793	,	0.003	,	0.9917
2.146	,	0.0792	,	0.0037	,	0.9898
2.148	,	0.079	,	0.0043	,	0.9879
2.15	,	0.0785	,	0.0067	,	0.9809
2.152	,	0.0779	,	0.0091	,	0.974
2.154	,	0.0774	,	0.0115	,	0.9671
2.156	,	0.0768	,	0.0139	,	0.9602
2.158	,	0.075	,	0.0215	,	0.9371
2.16	,	0.0727	,	0.0308	,	0.909
2.162	,	0.0705	,	0.0401	,	0.8808
2.163	,	0.0682	,	0.0493	,	0.8526
2.164	,	0.0685	,	0.0483	,	0.8556
2.165	,	0.0709	,	0.038	,	0.8869
2.166	,	0.0734	,	0.0276	,	0.9181
2.166	,	0.0759	,	0.0173	,	0.9493
2.168	,	0.0777	,	0.0099	,	0.9715
2.169	,	0.0777	,	0.0098	,	0.9716
2.171	,	0.0777	,	0.0097	,	0.9718
2.173	,	0.0778	,	0.0096	,	0.972
2.175	,	0.0777	,	0.0098	,	0.9714
2.176	,	0.0765	,	0.0147	,	0.9565
2.177	,	0.0753	,	0.0196	,	0.9417
2.178	,	0.0741	,	0.0245	,	0.9268
2.178	,	0.073	,	0.0294	,	0.912
2.179	,	0.0733	,	0.0281	,	0.9159
2.179	,	0.0739	,	0.0254	,	0.924
2.18	,	0.0746	,	0.0228	,	0.932
2.18	,	0.0752	,	0.0202	,	0.94
2.181	,	0.0751	,	0.0207	,	0.9383
2.182	,	0.0744	,	0.0234	,	0.9297
2.183	,	0.0737	,	0.0262	,	0.9211
2.185	,	0.073	,	0.0289	,	0.9126
2.185	,	0.072	,	0.033	,	0.8997
2.185	,	0.0703	,	0.0396	,	0.8786
2.185	,	0.0686	,	0.0462	,	0.8575
2.185	,	0.0669	,	0.0528	,	0.8364
2.183	,	0.064	,	0.0648	,	0.8005
2.166	,	0.0516	,	0.1199	,	0.6456
2.148	,	0.0392	,	0.175	,	0.4906
2.131	,	0.0268	,	0.2302	,	0.3354
2.113	,	0.0144	,	0.2854	,	0.1802
2.112	,	0.0127	,	0.2921	,	0.1593
2.113	,	0.0126	,	0.292	,	0.1574
2.114	,	0.0124	,	0.2918	,	0.1556
2.116	,	0.0123	,	0.2917	,	0.1537
2.125	,	0.0225	,	0.2476	,	0.281
2.138	,	0.0385	,	0.1788	,	0.4807
2.152	,	0.0545	,	0.1099	,	0.6807
2.165	,	0.0704	,	0.0411	,	0.8806
2.168	,	0.0736	,	0.0272	,	0.92
2.157	,	0.0579	,	0.0939	,	0.7243
2.145	,	0.0423	,	0.1606	,	0.5283
2.134	,	0.0266	,	0.2272	,	0.3323
2.125	,	0.0138	,	0.2811	,	0.1727
2.131	,	0.0151	,	0.2733	,	0.1892
2.137	,	0.0165	,	0.2656	,	0.2057
2.143	,	0.0178	,	0.2578	,	0.2222
2.149	,	0.0191	,	0.25	,	0.2387
2.15	,	0.0185	,	0.2518	,	0.2309
2.15	,	0.0177	,	0.2543	,	0.2215
2.151	,	0.017	,	0.2567	,	0.212
2.151	,	0.0162	,	0.2592	,	0.2026
2.161	,	0.0259	,	0.2195	,	0.3239
2.174	,	0.04	,	0.1621	,	0.5006
2.188	,	0.0542	,	0.1046	,	0.6774
2.201	,	0.0683	,	0.0471	,	0.8542
2.209	,	0.0758	,	0.0166	,	0.948
2.21	,	0.0758	,	0.0167	,	0.9477
2.212	,	0.0758	,	0.0167	,	0.9473
2.213	,	0.0758	,	0.0168	,	0.9469
2.213	,	0.0737	,	0.0243	,	0.9215
2.211	,	0.0652	,	0.0555	,	0.8152
2.21	,	0.0567	,	0.0867	,	0.7088
2.208	,	0.0482	,	0.1179	,	0.6025
2.206	,	0.0397	,	0.149	,	0.4965
2.208	,	0.0436	,	0.1353	,	0.5444
2.209	,	0.0474	,	0.1216	,	0.5924
2.211	,	0.0512	,	0.1079	,	0.6404
2.212	,	0.0551	,	0.0942	,	0.6885
2.213	,	0.0557	,	0.0919	,	0.6962
2.214	,	0.0553	,	0.0931	,	0.6915
2.215	,	0.0549	,	0.0943	,	0.6867
2.215	,	0.0545	,	0.0956	,	0.6817
2.217	,	0.0572	,	0.0855	,	0.7153
2.22	,	0.0626	,	0.0655	,	0.7825
2.222	,	0.068	,	0.0454	,	0.8499
2.225	,	0.0734	,	0.0252	,	0.9174
2.227	,	0.0773	,	0.0107	,	0.9661
2.226	,	0.0777	,	0.0091	,	0.9712
2.225	,	0.0781	,	0.0075	,	0.9762
2.225	,	0.0785	,	0.006	,	0.9813
2.224	,	0.0789	,	0.0046	,	0.9858
2.228	,	0.0786	,	0.0056	,	0.9823
2.231	,	0.0783	,	0.0067	,	0.9787
2.234	,	0.078	,	0.0078	,	0.9752
2.237	,	0.0777	,	0.0089	,	0.9716
2.238	,	0.0749	,	0.0195	,	0.9356
2.239	,	0.0714	,	0.0321	,	0.8931
2.239	,	0.068	,	0.0448	,	0.8503
2.24	,	0.0646	,	0.0575	,	0.8073
2.238	,	0.0557	,	0.0871	,	0.6967
2.235	,	0.0434	,	0.1278	,	0.5423
2.232	,	0.0311	,	0.1683	,	0.3883
2.229	,	0.0188	,	0.2088	,	0.2345
2.228	,	0.0109	,	0.2346	,	0.1356
2.228	,	0.0103	,	0.2358	,	0.1283
2.229	,	0.0097	,	0.2371	,	0.1209
2.23	,	0.0091	,	0.2384	,	0.1135
2.231	,	0.0086	,	0.2394	,	0.1077
2.232	,	0.009	,	0.2379	,	0.1125
2.232	,	0.0094	,	0.2364	,	0.1173
2.233	,	0.0098	,	0.2348	,	0.1222
2.234	,	0.0102	,	0.2333	,	0.1272
2.242	,	0.0232	,	0.1903	,	0.2904
2.251	,	0.0376	,	0.1431	,	0.4695
2.259	,	0.0519	,	0.0959	,	0.6487
2.268	,	0.0662	,	0.0486	,	0.828
2.271	,	0.0707	,	0.0341	,	0.8832
2.27	,	0.0703	,	0.0352	,	0.8792
2.269	,	0.07	,	0.0362	,	0.8753
2.268	,	0.0697	,	0.0373	,	0.8712
2.268	,	0.0695	,	0.0379	,	0.8691
2.268	,	0.0696	,	0.0378	,	0.8694
2.268	,	0.0696	,	0.0376	,	0.8697
2.269	,	0.0696	,	0.0375	,	0.8699
2.269	,	0.0699	,	0.0364	,	0.8736
2.268	,	0.0712	,	0.0317	,	0.8901
2.268	,	0.0725	,	0.027	,	0.9066
2.268	,	0.0739	,	0.0223	,	0.9231
2.267	,	0.0752	,	0.0176	,	0.9397
2.268	,	0.0741	,	0.0215	,	0.9258
2.268	,	0.0729	,	0.0255	,	0.9113
2.269	,	0.0717	,	0.0295	,	0.8968
2.27	,	0.0706	,	0.0336	,	0.8823
2.27	,	0.0709	,	0.0326	,	0.8858
2.27	,	0.0716	,	0.0299	,	0.8954
2.271	,	0.0724	,	0.0272	,	0.9049
2.271	,	0.0732	,	0.0245	,	0.9145
2.272	,	0.0739	,	0.022	,	0.9233
2.272	,	0.0745	,	0.0197	,	0.9315
2.272	,	0.0752	,	0.0173	,	0.9397
2.272	,	0.0758	,	0.015	,	0.9479
2.272	,	0.0764	,	0.013	,	0.9552
2.272	,	0.0768	,	0.0115	,	0.9604
2.273	,	0.0772	,	0.01	,	0.9656
2.273	,	0.0777	,	0.0085	,	0.9708
2.273	,	0.0781	,	0.0071	,	0.9757
2.273	,	0.0781	,	0.007	,	0.976
2.273	,	0.0781	,	0.0069	,	0.9763
2.274	,	0.0781	,	0.0068	,	0.9766
2.274	,	0.0782	,	0.0067	,	0.9769
2.274	,	0.0777	,	0.0086	,	0.9706
2.274	,	0.077	,	0.0108	,	0.9629
2.274	,	0.0764	,	0.0131	,	0.9549
2.275	,	0.0757	,	0.0155	,	0.9467
2.275	,	0.074	,	0.0213	,	0.9255
2.275	,	0.0717	,	0.0293	,	0.8957
2.275	,	0.0693	,	0.0374	,	0.866
2.275	,	0.0669	,	0.0454	,	0.8363
2.276	,	0.0653	,	0.0508	,	0.8158
2.277	,	0.0649	,	0.0519	,	0.8108
2.279	,	0.0645	,	0.0529	,	0.8059
2.28	,	0.0641	,	0.0539	,	0.8012
2.282	,	0.0643	,	0.0529	,	0.804
2.282	,	0.0681	,	0.0401	,	0.8514
2.282	,	0.0719	,	0.0274	,	0.8987
2.283	,	0.0757	,	0.0146	,	0.9461
2.283	,	0.0795	,	0.0018	,	0.9935
2.286	,	0.0775	,	0.0086	,	0.9682
2.288	,	0.0749	,	0.0173	,	0.9359
2.291	,	0.0723	,	0.026	,	0.9036
2.294	,	0.0697	,	0.0347	,	0.8713
2.296	,	0.0683	,	0.0394	,	0.8536
2.296	,	0.0674	,	0.0422	,	0.8426
2.297	,	0.0665	,	0.0449	,	0.8317
2.298	,	0.0657	,	0.0477	,	0.8207
2.298	,	0.0648	,	0.0503	,	0.8103
2.298	,	0.0641	,	0.0527	,	0.8009
2.298	,	0.0633	,	0.0551	,	0.7914
2.298	,	0.0625	,	0.0575	,	0.7818
2.297	,	0.06	,	0.0653	,	0.7495
2.292	,	0.0512	,	0.0917	,	0.6399
2.287	,	0.0424	,	0.1179	,	0.5305
2.283	,	0.0337	,	0.1442	,	0.4212
2.278	,	0.025	,	0.1705	,	0.312
2.278	,	0.0246	,	0.1712	,	0.3076
2.279	,	0.0243	,	0.1719	,	0.3035
2.279	,	0.024	,	0.1725	,	0.2994
2.28	,	0.0236	,	0.1732	,	0.2954
2.283	,	0.0303	,	0.1534	,	0.3787
2.287	,	0.039	,	0.1276	,	0.4877
2.291	,	0.0477	,	0.1019	,	0.5965
2.296	,	0.0564	,	0.0761	,	0.7054
2.299	,	0.0621	,	0.0587	,	0.7768
2.302	,	0.0653	,	0.0483	,	0.8168
2.305	,	0.0685	,	0.0379	,	0.8568
2.308	,	0.0718	,	0.0275	,	0.8969
2.304	,	0.0699	,	0.0345	,	0.8736
2.286	,	0.057	,	0.0794	,	0.7123
2.267	,	0.0441	,	0.1244	,	0.5509
2.249	,	0.0312	,	0.1693	,	0.3894
2.232	,	0.0193	,	0.2105	,	0.2409
2.234	,	0.0184	,	0.212	,	0.2296
2.237	,	0.0175	,	0.2135	,	0.2184
2.239	,	0.0166	,	0.215	,	0.2071
2.241	,	0.0157	,	0.2166	,	0.1958
2.24	,	0.014	,	0.2218	,	0.1756
2.238	,	0.0123	,	0.2277	,	0.154
2.235	,	0.0106	,	0.2336	,	0.1323
2.233	,	0.0089	,	0.2395	,	0.1107
2.233	,	0.0086	,	0.24	,	0.1074
2.235	,	0.0092	,	0.2374	,	0.1149
2.237	,	0.0098	,	0.2347	,	0.1224
2.239	,	0.0104	,	0.2321	,	0.1298
2.24	,	0.0103	,	0.2318	,	0.1288
2.239	,	0.0092	,	0.2349	,	0.1151
2.239	,	0.0081	,	0.238	,	0.1015
2.238	,	0.007	,	0.2411	,	0.0878
2.241	,	0.0092	,	0.2336	,	0.1148
2.261	,	0.0263	,	0.1772	,	0.3285
2.281	,	0.0434	,	0.1208	,	0.5423
2.3	,	0.0605	,	0.0644	,	0.7561
2.32	,	0.0776	,	0.0079	,	0.9701
2.318	,	0.0693	,	0.0321	,	0.8667
2.315	,	0.0598	,	0.0604	,	0.747
2.312	,	0.0502	,	0.0887	,	0.6272
2.309	,	0.0406	,	0.117	,	0.5073
2.311	,	0.0411	,	0.1158	,	0.5134
2.315	,	0.0454	,	0.1033	,	0.5674
2.32	,	0.0497	,	0.0908	,	0.6215
2.324	,	0.0541	,	0.0783	,	0.6757
2.326	,	0.0547	,	0.0764	,	0.6836
2.324	,	0.0516	,	0.0852	,	0.6448
2.323	,	0.0485	,	0.094	,	0.6059
2.322	,	0.0453	,	0.1029	,	0.5668
2.322	,	0.0449	,	0.1041	,	0.5609
2.326	,	0.0515	,	0.0848	,	0.6437
2.33	,	0.0581	,	0.0655	,	0.7267
2.335	,	0.0648	,	0.0462	,	0.81
2.339	,	0.071	,	0.0281	,	0.8878
2.337	,	0.0683	,	0.036	,	0.8538
2.335	,	0.0656	,	0.0438	,	0.8199
2.333	,	0.0629	,	0.0517	,	0.7859
2.331	,	0.0602	,	0.0595	,	0.7519
2.333	,	0.0631	,	0.0509	,	0.7883
2.336	,	0.0672	,	0.0386	,	0.8399
2.339	,	0.0713	,	0.0263	,	0.8915
2.342	,	0.0755	,	0.0141	,	0.9432
2.344	,	0.0769	,	0.0099	,	0.9607
2.343	,	0.0764	,	0.0113	,	0.9549
2.343	,	0.0759	,	0.0127	,	0.9491
2.343	,	0.0755	,	0.0141	,	0.9434
2.342	,	0.0756	,	0.0138	,	0.9444
2.339	,	0.0765	,	0.0108	,	0.9568
2.336	,	0.0775	,	0.0077	,	0.9692
2.334	,	0.0785	,	0.0047	,	0.9816
2.331	,	0.0793	,	0.0023	,	0.9913
2.332	,	0.0789	,	0.0037	,	0.9858
2.333	,	0.0784	,	0.0051	,	0.9803
2.333	,	0.078	,	0.0065	,	0.9747
2.334	,	0.0775	,	0.0079	,	0.9692
2.336	,	0.0763	,	0.0116	,	0.9532
2.339	,	0.0749	,	0.0155	,	0.9364
2.341	,	0.0736	,	0.0194	,	0.9197
2.344	,	0.0722	,	0.0233	,	0.903
2.346	,	0.0722	,	0.0234	,	0.9027
2.347	,	0.0727	,	0.0218	,	0.9093
2.348	,	0.0733	,	0.0202	,	0.916
2.35	,	0.0738	,	0.0187	,	0.9226
2.35	,	0.0735	,	0.0194	,	0.9191
2.35	,	0.0724	,	0.0228	,	0.9044
2.35	,	0.0712	,	0.0262	,	0.8896
2.35	,	0.07	,	0.0296	,	0.8747
2.35	,	0.0695	,	0.0309	,	0.8689
2.35	,	0.0713	,	0.0257	,	0.891
2.351	,	0.0731	,	0.0206	,	0.9131
2.351	,	0.0748	,	0.0155	,	0.9353
2.352	,	0.0766	,	0.0104	,	0.9572
2.352	,	0.0771	,	0.0088	,	0.9639
2.352	,	0.0776	,	0.0072	,	0.9706
2.352	,	0.0782	,	0.0056	,	0.9773
2.352	,	0.0787	,	0.004	,	0.984
2.352	,	0.0789	,	0.0035	,	0.9858
2.352	,	0.0789	,	0.0034	,	0.9863
2.352	,	0.079	,	0.0033	,	0.9869
2.353	,	0.079	,	0.0031	,	0.9875
2.353	,	0.079	,	0.0031	,	0.9876
2.353	,	0.079	,	0.0031	,	0.9873
2.354	,	0.079	,	0.0032	,	0.9871
2.354	,	0.0789	,	0.0032	,	0.9869
2.355	,	0.0789	,	0.0033	,	0.9867
2.355	,	0.0789	,	0.0033	,	0.9867
2.356	,	0.0789	,	0.0033	,	0.9866
2.356	,	0.0789	,	0.0033	,	0.9866
2.357	,	0.0789	,	0.0034	,	0.9861
2.358	,	0.0786	,	0.0042	,	0.9826
2.359	,	0.0783	,	0.005	,	0.9791
2.36	,	0.078	,	0.0059	,	0.9756
2.361	,	0.0778	,	0.0067	,	0.9721
2.362	,	0.0774	,	0.0078	,	0.967
2.363	,	0.0769	,	0.009	,	0.9618
2.364	,	0.0765	,	0.0102	,	0.9565
2.366	,	0.0761	,	0.0114	,	0.9512
2.363	,	0.0681	,	0.0319	,	0.8511
2.358	,	0.0565	,	0.0614	,	0.7066
2.353	,	0.045	,	0.091	,	0.5621
2.348	,	0.0334	,	0.1205	,	0.4175
2.345	,	0.0252	,	0.1407	,	0.315
2.344	,	0.021	,	0.1498	,	0.2622
2.343	,	0.0167	,	0.159	,	0.2093
2.343	,	0.0125	,	0.1682	,	0.1566
2.343	,	0.0107	,	0.1719	,	0.1343
2.344	,	0.0168	,	0.1582	,	0.2099
2.346	,	0.0228	,	0.1446	,	0.2855
2.348	,	0.0289	,	0.1309	,	0.3609
2.35	,	0.035	,	0.1171	,	0.437
2.353	,	0.0451	,	0.091	,	0.5637
2.357	,	0.0553	,	0.0648	,	0.6907
2.361	,	0.0654	,	0.0385	,	0.8178
2.364	,	0.0756	,	0.0123	,	0.945
2.365	,	0.078	,	0.006	,	0.9749
2.366	,	0.0783	,	0.005	,	0.9792
2.366	,	0.0787	,	0.0039	,	0.9836
2.366	,	0.079	,	0.0029	,	0.988
2.367	,	0.078	,	0.0058	,	0.9747
2.367	,	0.0759	,	0.0118	,	0.9482
2.367	,	0.0737	,	0.0178	,	0.9217
2.368	,	0.0716	,	0.0238	,	0.8951
2.367	,	0.0661	,	0.0375	,	0.8266
2.364	,	0.0544	,	0.0657	,	0.6796
2.36	,	0.0426	,	0.0938	,	0.5325
2.357	,	0.0308	,	0.122	,	0.3855
2.355	,	0.0223	,	0.1423	,	0.2789
2.362	,	0.036	,	0.1088	,	0.4497
2.37	,	0.0496	,	0.0753	,	0.6205
2.377	,	0.0633	,	0.0418	,	0.7913
2.384	,	0.077	,	0.0083	,	0.9621
2.385	,	0.0759	,	0.0116	,	0.9482
2.385	,	0.0732	,	0.0186	,	0.9153
2.385	,	0.0706	,	0.0257	,	0.8825
2.385	,	0.068	,	0.0327	,	0.8498
2.385	,	0.0686	,	0.031	,	0.8577
2.385	,	0.0707	,	0.0253	,	0.8842
2.384	,	0.0728	,	0.0196	,	0.9106
2.384	,	0.075	,	0.0139	,	0.9369
2.384	,	0.0764	,	0.01	,	0.9549
2.384	,	0.0771	,	0.0082	,	0.9632
2.384	,	0.0777	,	0.0064	,	0.9716
2.384	,	0.0784	,	0.0045	,	0.98
2.384	,	0.0789	,	0.0031	,	0.9865
2.385	,	0.079	,	0.003	,	0.987
2.385	,	0.079	,	0.0029	,	0.9876
2.385	,	0.079	,	0.0027	,	0.9881
2.385	,	0.0791	,	0.0026	,	0.9887
2.386	,	0.0793	,	0.0021	,	0.991
2.386	,	0.0795	,	0.0016	,	0.9933
2.386	,	0.0796	,	0.001	,	0.9955
2.386	,	0.0798	,	0.0005	,	0.9978
2.387	,	0.0796	,	0.0011	,	0.9952
2.388	,	0.0793	,	0.002	,	0.9914
2.388	,	0.079	,	0.0029	,	0.9876
2.389	,	0.0787	,	0.0037	,	0.9838
2.39	,	0.0782	,	0.005	,	0.978
2.391	,	0.0776	,	0.0066	,	0.9705
2.392	,	0.077	,	0.0083	,	0.963
2.393	,	0.0764	,	0.0099	,	0.9554
2.394	,	0.0757	,	0.0116	,	0.9468
2.397	,	0.0749	,	0.0135	,	0.9363
2.4	,	0.0741	,	0.0154	,	0.9257
2.403	,	0.0732	,	0.0173	,	0.9151
2.404	,	0.0704	,	0.0241	,	0.8794
2.391	,	0.0554	,	0.06	,	0.6926
2.379	,	0.0405	,	0.0959	,	0.5059
2.367	,	0.0255	,	0.1318	,	0.3193
2.354	,	0.0106	,	0.1676	,	0.1326
2.356	,	0.0088	,	0.17	,	0.11
2.359	,	0.0081	,	0.1696	,	0.1011
2.362	,	0.0074	,	0.1691	,	0.0922
2.365	,	0.0067	,	0.1687	,	0.0833
2.366	,	0.0065	,	0.1684	,	0.0809
2.366	,	0.0065	,	0.1682	,	0.0813
2.367	,	0.0065	,	0.1679	,	0.0817
2.367	,	0.0066	,	0.1677	,	0.082
2.368	,	0.0064	,	0.1673	,	0.0796
2.37	,	0.0059	,	0.1668	,	0.0743
2.372	,	0.0055	,	0.1664	,	0.069
2.374	,	0.0051	,	0.1659	,	0.0638
2.375	,	0.0048	,	0.1654	,	0.06
2.376	,	0.0048	,	0.1648	,	0.0605
2.377	,	0.0049	,	0.1642	,	0.061
2.378	,	0.0049	,	0.1636	,	0.0615
2.373	,	0.0834	,	0.0355	,	0.834
2.376	,	0.0855	,	0.0304	,	0.8547
2.378	,	0.0875	,	0.0253	,	0.8754
2.381	,	0.0896	,	0.0202	,	0.8961
2.359	,	0.0634	,	0.0782	,	0.6338
2.336	,	0.0366	,	0.1374	,	0.3663
2.313	,	0.0099	,	0.1966	,	0.0987
2.342	,	0.0345	,	0.1431	,	0.3446
2.376	,	0.0637	,	0.0793	,	0.6373
2.409	,	0.093	,	0.0155	,	0.93
2.411	,	0.0976	,	0.0054	,	0.9761
2.408	,	0.0979	,	0.0047	,	0.979
2.405	,	0.0982	,	0.004	,	0.9818
2.398	,	0.092	,	0.0172	,	0.9204
2.391	,	0.0841	,	0.0342	,	0.8414
2.383	,	0.0762	,	0.0512	,	0.7624
2.381	,	0.0755	,	0.0526	,	0.7548
2.38	,	0.0775	,	0.0478	,	0.775
2.38	,	0.0795	,	0.0431	,	0.7952
2.377	,	0.0789	,	0.0441	,	0.7888
2.373	,	0.0768	,	0.0482	,	0.7685
2.368	,	0.0748	,	0.0522	,	0.7481
2.366	,	0.0765	,	0.0487	,	0.7655
2.364	,	0.0809	,	0.04	,	0.8091
2.363	,	0.0853	,	0.0312	,	0.8527
2.366	,	0.0891	,	0.0233	,	0.8913
2.372	,	0.0925	,	0.0162	,	0.9253
2.379	,	0.0959	,	0.009	,	0.9592
2.382	,	0.0965	,	0.0079	,	0.9647
2.381	,	0.0937	,	0.014	,	0.9366
2.38	,	0.0908	,	0.0201	,	0.9085
2.379	,	0.084	,	0.0336	,	0.8403
2.377	,	0.071	,	0.0587	,	0.7104
2.375	,	0.0581	,	0.0837	,	0.5805
2.374	,	0.0504	,	0.0986	,	0.5037
2.377	,	0.0535	,	0.0924	,	0.5353
2.38	,	0.0567	,	0.0862	,	0.5669
2.38	,	0.0589	,	0.0829	,	0.5895
2.373	,	0.0587	,	0.0872	,	0.5869
2.366	,	0.0584	,	0.0915	,	0.5843
2.364	,	0.0597	,	0.0914	,	0.5972
2.378	,	0.0673	,	0.0734	,	0.6728
2.393	,	0.0748	,	0.0554	,	0.7483
2.405	,	0.0815	,	0.0395	,	0.8151
2.404	,	0.0825	,	0.0372	,	0.8248
2.403	,	0.0834	,	0.0348	,	0.8345
2.402	,	0.0844	,	0.0325	,	0.8443
2.399	,	0.0856	,	0.0297	,	0.856
2.397	,	0.0868	,	0.0268	,	0.8676
2.395	,	0.0879	,	0.024	,	0.8793
2.393	,	0.0872	,	0.0249	,	0.8716
2.392	,	0.0864	,	0.0257	,	0.8639
2.391	,	0.0856	,	0.0266	,	0.8563
2.391	,	0.0829	,	0.0325	,	0.8292
2.39	,	0.0801	,	0.0389	,	0.8007
2.39	,	0.0772	,	0.0452	,	0.7723
2.377	,	0.0639	,	0.0746	,	0.6388
2.362	,	0.049	,	0.1075	,	0.4897
2.347	,	0.0341	,	0.1403	,	0.3407
2.351	,	0.0362	,	0.1354	,	0.3616
2.361	,	0.0423	,	0.1213	,	0.4235
2.37	,	0.0485	,	0.1072	,	0.4853
2.375	,	0.0499	,	0.1029	,	0.4994
2.379	,	0.0497	,	0.1021	,	0.4967
